Alignment_498:	D05	14,663,640 	16,356,461 	K05	99,982,261 	102,085,172 
Alignment_501:	D05	16,597,875 	18,300,388 	K05	98,086,529 	99,921,321 
Alignment_489:	D05	17,332,893 	20,646,167 	K05	104,130,626 	110,535,975 
Alignment_490:	D05	21,550,120 	23,956,115 	K05	97,667,693 	104,075,496 
Alignment_491:	D05	24,476,409 	26,776,328 	K05	91,941,910 	97,559,279 
Alignment_476:	D05	26,513,762 	28,008,374 	K05	81,647,545 	90,881,546 
Alignment_492:	D05	28,564,215 	34,297,885 	K05	63,399,597 	80,598,808 
Alignment_496:	D05	34,462,063 	35,381,246 	K05	46,255,395 	50,389,387 
Alignment_505:	D05	36,334,642 	37,061,404 	K05	57,639,547 	59,734,100 
Alignment_481:	D05	37,225,395 	38,243,587 	K05	54,635,404 	55,931,774 
Alignment_497:	D05	41,265,995 	44,257,112 	K05	33,594,145 	45,125,363 
Alignment_482:	D05	44,354,016 	45,059,664 	K05	29,968,186 	32,983,182 
Alignment_494:	D05	45,223,905 	48,563,111 	K05	19,613,626 	29,646,273 
Alignment_499:	D05	48,859,049 	50,124,870 	K05	2,801,843 	4,567,307 
Alignment_477:	D05	49,232,303 	52,266,006 	K05	1,277,532 	8,252,267 
Alignment_493:	D05	52,292,187 	55,123,852 	K05	13,362,390 	18,071,454 
Alignment_475:	D05	55,120,630 	56,308,382 	K05	11,796,701 	13,129,252 
Alignment_495:	D05	56,341,115 	57,100,831 	K05	8,871,250 	11,021,296 
Alignment_615:	D06	32,512 	23,293,963 	K06	123,753,714 	203,310,097 
Alignment_611:	D06	23,445,221 	23,794,470 	K06	119,015,898 	120,049,274 
Alignment_603:	D06	24,301,800 	25,626,797 	K06	113,445,025 	118,524,932 
Alignment_622:	D06	25,656,544 	26,194,893 	K06	120,691,728 	122,419,073 
Alignment_619:	D06	26,458,698 	29,096,214 	K06	101,649,031 	112,275,158 
Alignment_607:	D06	29,882,999 	30,646,035 	K06	99,096,615 	101,453,549 
Alignment_610:	D06	31,326,468 	32,181,833 	K06	76,418,457 	78,621,845 
Alignment_609:	D06	32,867,590 	34,077,422 	K06	49,735,184 	55,132,649 
Alignment_618:	D06	35,395,735 	39,800,725 	K06	85,223,640 	99,983,787 
Alignment_606:	D06	40,070,718 	41,016,111 	K06	81,964,855 	84,887,417 
Alignment_608:	D06	41,040,224 	42,323,274 	K06	69,174,510 	75,850,250 
Alignment_605:	D06	42,554,985 	44,753,272 	K06	56,744,192 	70,262,520 
Alignment_617:	D06	45,528,576 	47,593,053 	K06	34,982,826 	41,944,138 
Alignment_604:	D06	47,736,585 	49,809,235 	K06	27,046,231 	33,033,433 
Alignment_616:	D06	48,834,950 	60,346,706 	K06	180 	29,875,534 
Alignment_697:	D07	40,911 	1,980,331 	K07	155,290,922 	157,817,231 
Alignment_690:	D07	2,895,070 	3,144,392 	K07	71,418,292 	76,964,158 
Alignment_696:	D07	3,256,665 	13,850,709 	K07	125,585,118 	155,273,533 
Alignment_685:	D07	15,723,078 	17,184,457 	K07	119,657,504 	125,671,309 
Alignment_698:	D07	17,181,564 	22,604,109 	K07	95,501,236 	119,006,947 
Alignment_684:	D07	23,523,180 	25,367,760 	K07	86,143,632 	90,862,410 
Alignment_692:	D07	25,251,194 	26,361,286 	K07	152,940,464 	153,760,734 
Alignment_683:	D07	26,094,958 	28,848,180 	K07	70,005,910 	84,257,513 
Alignment_701:	D07	28,921,434 	29,552,018 	K07	91,695,767 	94,467,132 
Alignment_686:	D07	29,668,100 	30,872,687 	K07	64,816,220 	69,802,658 
Alignment_695:	D07	31,427,592 	53,499,296 	K07	39,585 	64,521,848 
Alignment_787:	D08	24,283 	16,099,507 	K08	148,735,423 	198,344,672 
Alignment_777:	D08	17,157,320 	17,829,583 	K08	118,113,468 	120,756,355 
Alignment_795:	D08	17,678,959 	18,775,186 	K08	115,834,564 	120,288,805 
Alignment_793:	D08	18,935,327 	20,935,620 	K08	137,906,296 	147,112,737 
Alignment_773:	D08	21,177,300 	26,099,694 	K08	121,453,019 	134,761,253 
Alignment_792:	D08	27,755,833 	28,122,187 	K08	112,984,330 	115,283,105 
Alignment_772:	D08	28,212,493 	37,188,549 	K08	74,394,282 	112,749,537 
Alignment_789:	D08	37,316,441 	40,340,119 	K08	61,632,897 	74,014,129 
Alignment_788:	D08	40,935,154 	44,287,015 	K08	46,285,509 	61,505,609 
Alignment_781:	D08	44,635,214 	45,671,580 	K08	193,542,545 	193,905,013 
Alignment_786:	D08	45,148,795 	62,604,051 	K08	61,732 	45,573,015 
Alignment_905:	D09	130,656 	1,424,583 	K09	127,927,618 	131,587,144 
Alignment_893:	D09	1,435,055 	19,303,582 	K09	71,240,216 	127,753,924 
Alignment_898:	D09	19,804,484 	22,744,499 	K09	51,067,196 	58,880,588 
Alignment_903:	D09	22,782,400 	25,944,516 	K09	59,215,424 	70,747,318 
Alignment_897:	D09	26,009,272 	28,607,498 	K09	41,808,566 	47,269,749 
Alignment_904:	D09	28,861,702 	29,751,910 	K09	39,261,141 	41,749,201 
Alignment_895:	D09	29,743,766 	33,776,215 	K09	27,958,172 	37,683,540 
Alignment_902:	D09	33,826,740 	34,912,314 	K09	25,545,142 	27,873,171 
Alignment_894:	D09	34,918,063 	38,007,082 	K09	18,409,186 	25,529,175 
Alignment_892:	D09	38,629,661 	48,575,710 	K09	1,748,775 	18,153,420 
Alignment_901:	D09	48,602,553 	49,496,981 	K09	538,422 	1,736,072 
Alignment_896:	D09	49,494,596 	49,922,937 	K09	46,781 	537,724 
Alignment_1005:	D10	27,349 	11,615,476 	K10	140,754,040 	169,630,796 
Alignment_998:	D10	11,660,725 	12,177,495 	K10	138,561,455 	140,220,042 
Alignment_1007:	D10	12,213,959 	23,756,039 	K10	96,970,913 	138,461,573 
Alignment_999:	D10	23,911,056 	25,951,405 	K10	92,598,081 	97,064,067 
Alignment_1004:	D10	25,942,303 	26,108,490 	K10	88,056,508 	90,601,314 
Alignment_996:	D10	26,002,290 	29,344,987 	K10	59,855,361 	73,587,844 
Alignment_1008:	D10	29,414,454 	30,942,160 	K10	74,568,049 	79,854,951 
Alignment_1010:	D10	31,079,919 	32,716,966 	K10	80,053,397 	84,014,486 
Alignment_1001:	D10	33,382,546 	36,055,309 	K10	84,346,647 	91,787,406 
Alignment_1002:	D10	37,103,822 	38,303,628 	K10	52,034,169 	57,254,400 
Alignment_1009:	D10	39,848,219 	41,017,393 	K10	45,884,980 	51,334,941 
Alignment_1000:	D10	41,155,398 	41,798,046 	K10	43,360,184 	45,293,260 
Alignment_1003:	D10	41,921,322 	41,995,173 	K10	43,002,231 	43,281,137 
Alignment_995:	D10	43,657,215 	46,957,502 	K10	28,450,572 	40,359,018 
Alignment_1006:	D10	47,446,730 	57,143,972 	K10	4,043,482 	27,491,883 
Alignment_997:	D10	58,020,659 	58,319,127 	K10	3,448,744 	3,984,143 
Alignment_994:	D10	58,848,698 	61,739,748 	K10	41,205 	3,177,847 
Alignment_1104:	D11	3,733 	598,821 	K11	184,079,053 	184,763,569 
Alignment_1107:	D11	1,239,478 	2,166,417 	K11	183,022,314 	184,066,534 
Alignment_1119:	D11	2,291,235 	3,175,017 	K11	184,834,034 	186,475,820 
Alignment_1129:	D11	3,184,881 	3,468,772 	K11	176,491,272 	177,262,610 
Alignment_1113:	D11	3,450,185 	4,123,975 	K11	177,279,117 	177,875,783 
Alignment_1120:	D11	4,217,830 	5,865,859 	K11	181,107,369 	182,951,267 
Alignment_1103:	D11	5,943,926 	8,880,319 	K11	168,322,642 	176,180,193 
Alignment_1121:	D11	9,511,302 	10,193,764 	K11	166,277,860 	167,724,584 
Alignment_1118:	D11	10,190,739 	12,339,740 	K11	160,342,527 	166,252,765 
Alignment_1106:	D11	12,475,367 	15,576,725 	K11	147,445,670 	159,989,862 
Alignment_1124:	D11	15,779,560 	16,724,766 	K11	100,372,002 	105,602,627 
Alignment_1125:	D11	17,030,153 	17,834,921 	K11	143,923,299 	146,588,142 
Alignment_1111:	D11	18,221,790 	19,929,910 	K11	94,372,735 	100,165,256 
Alignment_1108:	D11	20,338,014 	23,477,014 	K11	116,122,681 	127,669,722 
Alignment_1122:	D11	23,688,125 	27,125,703 	K11	105,814,025 	115,847,039 
Alignment_1126:	D11	27,227,133 	30,304,170 	K11	128,801,772 	140,698,216 
Alignment_1105:	D11	30,417,835 	36,299,014 	K11	70,517,849 	95,144,774 
Alignment_1127:	D11	36,310,171 	36,805,654 	K11	61,265,078 	62,831,232 
Alignment_1110:	D11	36,749,304 	37,097,815 	K11	62,914,439 	64,569,161 
Alignment_1123:	D11	37,129,440 	38,296,392 	K11	65,365,849 	70,488,045 
Alignment_1101:	D11	38,321,942 	50,708,930 	K11	23,980,488 	61,176,569 
Alignment_1100:	D11	50,773,304 	59,468,271 	K11	4,556,617 	23,201,932 
Alignment_1114:	D11	59,513,149 	59,859,955 	K11	41,864,699 	51,053,108 
Alignment_1102:	D11	60,170,277 	63,101,046 	K11	31,996 	4,521,633 
Alignment_1240:	D12	52,720 	3,238,254 	K12	44,005 	3,628,107 
Alignment_1254:	D12	3,039,091 	12,893,549 	K12	124,126,706 	157,566,952 
Alignment_1241:	D12	13,592,378 	15,485,913 	K12	118,064,660 	123,832,535 
Alignment_1256:	D12	15,628,320 	17,334,887 	K12	61,398,004 	68,142,437 
Alignment_1244:	D12	17,279,052 	18,081,555 	K12	56,925,070 	61,313,468 
Alignment_1261:	D12	18,108,202 	19,030,240 	K12	55,840,045 	58,631,115 
Alignment_1248:	D12	19,269,313 	20,836,385 	K12	105,385,483 	109,639,779 
Alignment_1250:	D12	21,360,472 	21,597,928 	K12	107,229,476 	107,745,695 
Alignment_1252:	D12	21,621,160 	22,372,780 	K12	71,235,085 	73,662,783 
Alignment_1242:	D12	23,108,038 	23,934,211 	K12	113,306,334 	115,794,810 
Alignment_1249:	D12	24,591,772 	26,171,845 	K12	74,739,647 	83,321,910 
Alignment_1258:	D12	26,490,011 	27,048,968 	K12	98,343,275 	101,123,631 
Alignment_1251:	D12	28,116,809 	29,236,867 	K12	44,345,728 	52,366,576 
Alignment_1243:	D12	29,436,108 	30,798,030 	K12	86,129,572 	96,125,038 
Alignment_1253:	D12	31,303,797 	41,253,788 	K12	22,830,797 	55,418,015 
Alignment_1255:	D12	41,907,867 	48,141,716 	K12	3,663,890 	22,686,159 
Alignment_1260:	D12	49,037,779 	49,151,845 	K12	3,540,676 	3,652,080 
Alignment_1239:	D12	49,329,031 	57,711,894 	K12	157,654,138 	174,433,523 
Alignment_1374:	D13	2,587,878 	3,002,510 	K13	173,261,214 	174,452,986 
Alignment_1365:	D13	3,628,578 	22,065,210 	K13	101,006,860 	169,148,937 
Alignment_1354:	D13	22,903,510 	25,782,885 	K13	88,094,341 	97,156,175 
Alignment_1364:	D13	26,888,363 	49,545,482 	K13	17,605,057 	85,485,200 
Alignment_1350:	D13	49,637,666 	52,150,536 	K13	9,506,528 	16,404,110 
Alignment_1366:	D13	52,254,887 	56,058,920 	K13	2,799,722 	9,497,809 
Alignment_1351:	D13	56,241,548 	56,740,541 	K13	2,239,314 	2,788,167 
Alignment_1367:	D13	56,946,879 	58,742,396 	K13	23,351 	2,315,449 
